FOLIO ,AÑO,MES,FECHA,DIA ,HORA ,TIPO DE ACCIDENTE ,RESOLUCION,ORIGEN REPORTE,TIPO ASENTAMIENTO,NOMBRE ASENTAMIENTO,TIPO VIALIDAD,NOMBRE VIALIDAD ,GEORREFERENCIA
16265,2021,ENERO,2021-01-01,VIERNES,12:34:00,CRUCERO/PROYECCION,PERITAJES,911,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y BERNARDO REYES,"25.755949,-100.296884"
18200,2021,ENERO,2021-01-01,VIERNES,09:50:00,LATERAL,PERITAJES,RUTINA,COLONIA,PRADOS DE SANTO DOMINGO,AVENIDA,SANTO DOMINGO Y LAS PALMAS,"25.75217,-100.263213"
7543,2021,ENERO,2021-01-01,VIERNES,05:45:00,ESTERLLAMIENTO,PERITAJES,RUTINA,COLONIA,VILLA UNIVERSIDAD,AVENIDA,BARRAGAN Y UNIV DE AUTONOMA DE NL,"25.747033,-100.310581"
17795,2021,ENERO,2021-01-01,VIERNES,16:34:00,ESTERLLAMIENTO,FINIQUITADO,911,COLONIA,SANTA MARIA,CALLE,ANT CAM A STO DOM Y ANACLETO GZZ,"25.754126,-100.282309"
17887,2021,ENERO,2021-01-02,SÁBADO,18:58:00,VOLCADURA,PERITAJES,RUTINA,COLONIA,INDUSTRIAL LOS PARQUES,AVENIDA,LOPEZ MATEOS Y ORION,"25.741618,-100.235863"
16187,2021,ENERO,2021-01-02,SÁBADO,11:00:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,GUSTAVO DIAZ ORDAZ,CALLE,GUSTAVO DIAZ ORDAZ  Y LOPEZ MATEOS,"25.714986,-100.272138"
17934,2021,ENERO,2021-01-02,SÁBADO,16:35:00,DIVERSO,PERITAJES,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
17814,2021,ENERO,2021-01-02,SÁBADO,14:33:00,ALCANCE,FINIQUITADO,RUTINA,RESIDENCIAL,RESIDENCIAL ANAHUAC,AVENIDA,BARRAGAN Y TORRES DE FALCON,"25.746706,-100.315238"
16266,2021,ENERO,2021-01-03,DOMINGO,11:05:00,ESTERLLAMIENTO,PERITAJES,RUTINA,COLONIA,CASA BELLA,AVENIDA,SENDERO  Y UNIVERSIDAD,"25.767392,-100.292059"
12219,2021,ENERO,2021-01-03,DOMINGO,07:00:00,CRUCERO,FINIQUITADO,911,COLONIA,CUAUHTEMOC,AVENIDA,REP. MEX Y DE LA JUVENTUD,"25.729749,-100.288841"
17491,2021,ENERO,2021-01-03,DOMINGO,16:30:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,EL ROBLE,CALLE,15 DE AGOSTO Y 18 DE DICIEMBRE,"25.742755,-100.306665"
17089,2021,ENERO,2021-01-04,LUNES,19:22:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,VILLA UNIVERSIDAD,AVENIDA,UNIVERSIDAD LABASTIDA Y FRA BARTOLOME,"25.746358,-100.302583"
10440,2021,ENERO,2021-01-04,LUNES,19:13:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,POTRERO ANAHUAC,AVENIDA,SANTO DOMINGO Y LAS PUENTES,"25.753183,-100.269314"
17515,2021,ENERO,2021-01-04,LUNES,11:59:00,ALCANCE CON HUIDA,PERITAJES,C4,COLONIA,RINCON DE LAS PUENTES,AVENIDA,REPUBLICA MEXICANA Y KANSAS,"25.745862,-100.283558"
17831,2021,ENERO,2021-01-04,LUNES,16:06:00,LATERAL,FINIQUITADO,911,COLONIA,TALAVERNA C.R.O.C.,AVENIDA,MIGUEL ALEMAN Y CALZADA UNION,"25.714699,-100.219458"
16641,2021,ENERO,2021-01-04,LUNES,14:27:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,AVENIDA,LOPEZ MATEOS Y SANTA ROSA,"25.739607,-100.239361"
17492,2021,ENERO,2021-01-04,LUNES,07:34:00,ESTRELLAMIENTO,PERITAJES,911,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
17816,2021,ENERO,2021-01-04,LUNES,11:18:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,PASEO DE LOS ANDES,AVENIDA,DIEGO DIAZ Y CORDILLERA,"25.737394,-100.268338"
17979,2021,ENERO,2021-01-05,MARTES,18:00:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y SAN NICOLAS,"25.722816,-100.293582"
17594,2021,ENERO,2021-01-05,MARTES,15:48:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y MUNICH,"25.728658,-100.301883"
17978,2021,ENERO,2021-01-05,MARTES,14:51:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y  MUNICH,"25.728658,-100.301883"
17367,2021,ENERO,2021-01-05,MARTES,16:57:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,AVENIDA,LOPEZ MATEOS Y SANTA ROSA,"25.739607,-100.239361"
17935,2021,ENERO,2021-01-05,MARTES,09:06:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,LOPEZ MATEOS Y ANGELES,"25.70814,-100.281542"
17516,2021,ENERO,2021-01-06,MIÉRCOLES,10:38:00,LATERAL/ESTRELLAMIENTO MULTIPLE,FINIQUITADO,RUTINA,RESIDENCIAL,TABACHINES,AVENIDA,UNIVERSIDAD Y LERDO DE TEJADA,"25.759318,-100.306114"
17892,2021,ENERO,2021-01-06,MIÉRCOLES,09:03:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE SANTO DOMINGO,CALLE,PASCACIO LUIS DE LETONA Y DIEGO DIAZ,"25.746214,-100.259922"
15811,2021,ENERO,2021-01-06,MIÉRCOLES,13:05:00,REVERSA,FINIQUITADO,911,COLONIA,COLONIAL LAGRANGE,AVENIDA,LOPEZ MATEOS Y ROBERTO G SADA,"25.718868,-100.266343"
10824,2021,ENERO,2021-01-06,MIÉRCOLES,08:47:00,ALCANCE,PERITAJES,RUTINA,RESIDENCIAL,TORRES DE SANTO DOMINGO,CALLE,LIRIO Y ENRIQUE RECIO,"25.738551,-100.253119"
17936,2021,ENERO,2021-01-06,MIÉRCOLES,11:55:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CHAPULTEPEC,AVENIDA,JORGE TREVIÑO Y JUAN PABLO II,"25.743391,-100.293008"
17638,2021,ENERO,2021-01-06,MIÉRCOLES,19:45:00,REVERSA,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ  Y FRAY LUIS DE LEON,"25.730775,-100.309218"
17242,2021,ENERO,2021-01-06,MIÉRCOLES,19:00:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,ANAHUAC,AVENIDA,BARRAGAN Y TOPOCHICO,"25.736993,-100.3141"
17937,2021,ENERO,2021-01-06,MIÉRCOLES,13:53:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ESTACION RAMON TREVIÑO,AVENIDA,BARRAGAN Y JUAN PABLO,"25.752522,-100.30872"
17637,2021,ENERO,2021-01-06,MIÉRCOLES,16:54:00,LATERAL,FINIQUITADO,RUTINA,RESIDENCIAL,RESIDENCIAL ANAHUAC,AVENIDA,BARRAGAN Y DECIMA OCTAVA,"25.747047,-100.310795"
17243,2021,ENERO,2021-01-07,JUEVES,16:08:00,ESTRELLAMIENTO,PERITAJES,911,COLONIA,BALCONES DE ANAHUAC,AVENIDA,SENDERO Y BARRAGAN,"25.765865,-100.305457"
17690,2021,ENERO,2021-01-07,JUEVES,07:44:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO GZA Y ROBERTO G SADA,"25.7124,-100.2612"
17865,2021,ENERO,2021-01-07,JUEVES,19:55:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,BALCONES DE SANTO DOMINGO,AVENIDA,DIEGO DIAZ Y SAN FRANCISCO,"25.740674,-100.265741"
18129,2021,ENERO,2021-01-07,JUEVES,03:27:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,JARDINES DE ANAHUAC,AVENIDA,DIEGO DIAZ  Y CALLE 4,"25.75077,-100.254897"
18032,2021,ENERO,2021-01-07,JUEVES,15:52:00,LATERAL,FINIQUITADO,911,COLONIA,ANAHUAC,AVENIDA,MANUEL L BARRAGAN Y FRAY BARTOLOME DE LAS CASAS,"25.742423,-100.312169"
17269,2021,ENERO,2021-01-07,JUEVES,10:15:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,CENTRAL DE CARGA,AVENIDA,AV D Y BONIFACIO SALINAS,"25.711561,-100.239078"
17437,2021,ENERO,2021-01-07,JUEVES,17:18:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,FUTURO NOGALAR,AVENIDA,NOGALAR Y LOPEZ MATEOS,"25.711209,-100.277666"
17181,2021,ENERO,2021-01-08,VIERNES,08:54:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,CHAPULTEPEC,CALLE,SALTILLO Y LAMPAZOS,"25.743053,-100.298563"
17270,2021,ENERO,2021-01-08,VIERNES,08:39:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO GARZA Y RBERTO G SADA,"25.7124,-100.2612"
17897,2021,ENERO,2021-01-08,VIERNES,09:08:00,ALCANCE,FINIQUITADO,911,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO GARZA Y RAUL MURRIETA,"25.713142,-100.258456"
17691,2021,ENERO,2021-01-08,VIERNES,08:31:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO GARZA Y LOS ANGELES,"25.70826,-100.268144"
17607,2021,ENERO,2021-01-08,VIERNES,09:23:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,AVENIDA,LOPEZ MATEOS Y SANTA ROSA,"25.739607,-100.239361"
17692,2021,ENERO,2021-01-08,VIERNES,11:09:00,LATERAL,PERITAJES,RUTINA,COLONIA,CERRADAS DE CASA BLANCA,AVENIDA,LOPEZ MATEOS Y ORION,"25.741618,-100.235863"
15813,2021,ENERO,2021-01-08,VIERNES,11:55:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE DEL NOGALAR,AVENIDA,LOPEZ MATEOS Y LOS ANGELES,"25.708192,-100.281475"
17866,2021,ENERO,2021-01-08,VIERNES,14:53:00,ESTRELLAMIENTO FRONTAL,FINIQUITADO,RUTINA,COLONIA,PEDREGAL DE ANAHUAC,AVENIDA,DE LA JUVENTUD Y SAN NICOLAS,"25.733185,-100.290893"
15999,2021,ENERO,2021-01-08,VIERNES,18:28:00,ESTRELLAMIENTO,PERITAJES,C4,COLONIA,LOS LAURELES,CALLE,JACARANDAS Y LAURELES,"25.717826,-100.232996"
17938,2021,ENERO,2021-01-08,VIERNES,07:04:00,ESTRELLAMIENTO,PERITAJES,911,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,FIDEL VELAZQUEZ Y SALIDA NOGALAR,"25.730925,-100.305916"
17092,2021,ENERO,2021-01-08,VIERNES,17:45:00,DIVERSO,PERITAJES,RUTINA,COLONIA,LOMAS DEL ROBLE,AVENIDA,ALMAZAN Y LINARES,"25.737698,-100.323896"
17868,2021,ENERO,2021-01-09,SÁBADO,16:47:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,ANTIGUO NOGALAR,CALLE,VIA MATAMOROS Y FUTURO NOGALAR,"25.72237,-100.283847"
18035,2021,ENERO,2021-01-09,SÁBADO,20:11:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,LA NOGALERA,AVENIDA,SENDERO Y REPUBLICA MEXICANA,"25.76976,-100.272451"
18183,2021,ENERO,2021-01-09,SÁBADO,07:00:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,CORRAL DE PIEDRA,AVENIDA,ROMULO GZA Y ROBERTO G SADA,"25.7124,-100.2612"
17224,2021,ENERO,2021-01-09,SÁBADO,07:06:00,ALCANCE,FINIQUITADO,911,COLONIA,CORRAL DE PIEDRA,AVENIDA,ROMULO GZA Y ROBERTO G SADA,"25.7124,-100.2612"
17694,2021,ENERO,2021-01-09,SÁBADO,08:52:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,CORRAL DE PIEDRA,AVENIDA,ROMULO GZA Y ROBERTO G SADA,"25.7124,-100.2612"
17695,2021,ENERO,2021-01-09,SÁBADO,09:58:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CORRAL DE PIEDRA,AVENIDA,ROMULO GZA Y ROBERTO G SADA,"25.7124,-100.2612"
15815,2021,ENERO,2021-01-09,SÁBADO,10:59:00,ALCANCE,PERITAJES,RUTINA,COLONIA,INDUSTRIAS DEL VIDRIO,AVENIDA,ROMULO GZA Y FUNDIDORES,"25.719442,-100.239311"
15815,2021,ENERO,2021-01-09,SÁBADO,11:10:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAS DEL VIDRIO,AVENIDA,ROMULO GZA Y ARBOLES,"25.720888,-100.232264"
17901,2021,ENERO,2021-01-09,SÁBADO,14:27:00,LATERAL,FINIQUITADO,911,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO GARZA Y ROBERTO G. SADA,"25.7124,-100.2612"
17696,2021,ENERO,2021-01-09,SÁBADO,12:15:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,CORRAL DE PIEDRA,AVENIDA,ROBERTO G SADA Y ROMULO GZA,"25.7124,-100.2612"
17608,2021,ENERO,2021-01-09,SÁBADO,10:03:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,NOGALAR Y LOPEZ MATEOS,"25.711209,-100.277666"
18301,2021,ENERO,2021-01-09,SÁBADO,11:05:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,VALLE DEL MEZQUITAL,AVENIDA,LOPEZ MATEOS Y SANTA ROSA,"25.739607,-100.239361"
18400,2021,ENERO,2021-01-09,SÁBADO,11:43:00,ALCANCE Y PROYECCION,FINIQUITADO,RUTINA,COLONIA,RINCON DE ORIENTE,AVENIDA,LOPEZ MATEOS Y FUNDIDORES,"25.733371,-100.247867"
17772,2021,ENERO,2021-01-09,SÁBADO,09:45:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VELAZQUEZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
17942,2021,ENERO,2021-01-09,SÁBADO,11:20:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VELAZQUEZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
3939,2021,ENERO,2021-01-09,SÁBADO,10:10:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y BARRAGAN,"25.729245,-100.316883"
18233,2021,ENERO,2021-01-09,SÁBADO,10:18:00,ALCANCE,PERITAJES,RUTINA,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,FIDEL VZZ Y BARRAGAN,"25.729245,-100.316883"
17867,2021,ENERO,2021-01-09,SÁBADO,14:17:00,LATERAL Y PROYECCION,PERITAJES,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VELAZQUEZ Y MANUEL L BARRAGAN,"25.729245,-100.316883"
17246,2021,ENERO,2021-01-09,SÁBADO,15:57:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,FIDEL VELAZQUEZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
17820,2021,ENERO,2021-01-09,SÁBADO,11:35:00,LATERAL,FINIQUITADO,911,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,DIEGO DIAZ Y SAN DIEGO,"25.717364,-100.282725"
17439,2021,ENERO,2021-01-09,SÁBADO,15:28:00,ALCANCE,FINIQUITADO,C4,COLONIA,BALCONES DE SANTO DOMINGO,AVENIDA,DIEGO DIAZ DE BERLANGA Y SAN FRANCISCO,"25.740674,-100.265741"
17126,2021,ENERO,2021-01-09,SÁBADO,09:35:00,ALCANCE Y PROYECCION,FINIQUITADO,RUTINA,RESIDENCIAL,RESIDENCIAL ANAHUAC,AVENIDA,ALMAZAN Y MANUEL L BARRAGAN,"25.737044,-100.314276"
17046,2021,ENERO,2021-01-10,DOMINGO,16:45:00,CRUCERO,A.M.P.,RUTINA,COLONIA,HDA LOS MORALES,AVENIDA,ROMULO GARZA Y LAS FLORES,"25.719409,-100.236062"
18234,2021,ENERO,2021-01-10,DOMINGO,07:28:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,NOGALAR Y LOPEZ MATEOS,"25.711209,-100.277666"
17733,2021,ENERO,2021-01-10,DOMINGO,03:50:00,ESTRELLAMIENTO MUTIPLE CON HUIDA,PERITAJES,RUTINA,COLONIA,HDA LOS MORALES,AVENIDA,LATERAL ROMULO GARZA Y EBANO,"25.71723,-100.247121"
17959,2021,ENERO,2021-01-10,DOMINGO,20:49:00,SALIDA DE CAMINO/ESTRELLAMIENTO,A.M.P.,RUTINA,COLONIA,EL MIRADOR,AVENIDA,DE LA AURORA Y DEL PRADO,"25.757773,-100.320555"
17497,2021,ENERO,2021-01-10,DOMINGO,12:05:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,ARTURO B DE LA GZA Y CUAUHTEMOC,"25.75928,-100.287187"
16267,2021,ENERO,2021-01-11,LUNES,14:47:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y SANTIAGO  TAPIA,"25.759558,-100.295447"
17093,2021,ENERO,2021-01-11,LUNES,09:18:00,LATERAL,PERITAJES,911,COLONIA,ANAHUAC,AVENIDA,UNIVERSIDAD Y PALACIO DE JUSTICIA,"25.736825,-100.303821"
18057,2021,ENERO,2021-01-11,LUNES,21:05:00,CRUCERO CON HUIDA,PERITAJES,RUTINA,COLONIA,VALLE SOL,AVENIDA,SENDERO Y JUAN O GORMAN,"25.768514,-100.282972"
16188,2021,ENERO,2021-01-11,LUNES,14:40:00,CRUCERO,FINIQUITADO,911,FRACCIONAMIENTO,DEL LAGO,AVENIDA,ROMULO GARZA Y LAGO RODEO,"25.724652,-100.217808"
17902,2021,ENERO,2021-01-11,LUNES,11:35:00,CRUCERO/ESTRELLAIENTO,FINIQUITADO,911,COLONIA,MIGUEL ALEMAN,CALLE,NICOLAS BRAVO Y 8AV,"25.720056,-100.222115"
18056,2021,ENERO,2021-01-11,LUNES,17:16:00,CRUCERO,FINIQUITADO,911,COLONIA,VILLAS DEL ROBLE,CALLE,CEREZOS ROSA Y PENSAMIENTO,"25.761616,-100.276433"
17642,2021,ENERO,2021-01-11,LUNES,09:11:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ESTACION RAMON TREVIÑO,AVENIDA,BARRAGAN Y JUAN PABLO II,"25.752522,-100.30872"
18275,2021,ENERO,2021-01-12,MARTES,17:35:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAL LOS PARQUES,AVENIDA,SANTA ROSA Y ACEROS,"25.746149,-100.238011"
17659,2021,ENERO,2021-01-12,MARTES,10:51:00,DIVERSO SALIDA DE NEUMATICO,PERITAJES,RUTINA,COLONIA,CONST DE QUERETARO,CALLE,ROBERTO G SADA Y F. R. VILLARREAL,"25.71444,-100.262684"
16744,2021,ENERO,2021-01-12,MARTES,20:43:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR  Y NOGALAR SUR,"25.730399,-100.303178"
16743,2021,ENERO,2021-01-12,MARTES,16:35:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,LAS NUEVAS PUENTES,CALLE,MONTE KLIMANJARO Y SAN BLAS,"25.748243,-100.261001"
18154,2021,ENERO,2021-01-12,MARTES,16:10:00,ALCANCE,FINIQUITADO,RUTINA,FRACCIONAMIENTO,DEL LAGO,AVENIDA,LATERAL MIGUEL ALEMAN Y  CALLE SIN NOMBRE,"25.72448,-100.214115"
17440,2021,ENERO,2021-01-12,MARTES,10:20:00,LATERAL,PERITAJES,RUTINA,COLONIA,FUTURO NOGALAR,CALLE,BORNEO E ISLA DEL SUR,"25.717832,-100.279737"
18130,2021,ENERO,2021-01-13,MIÉRCOLES,16:44:00,ATROPELLO CON HUIDA,A.M.P.,RUTINA,COLONIA,HEROES DE MEXICO,CALLE,VICENTE SUAREZ Y GUSTAVO DIAZ ORDAZ,"25.762051,-100.267933"
16675,2021,ENERO,2021-01-13,MIÉRCOLES,15:10:00,ALCANCE,FINIQUITADO,911,FRACCIONAMIENTO,FRACCIONAMIENTO VILLARREAL,AVENIDA,UNIVERSIDAD Y SENDERO RETORNO,"25.767392,-100.292059"
18576,2021,ENERO,2021-01-13,MIÉRCOLES,19:35:00,ATROPELLO,A.M.P.,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y SANTIAGO TAPIA,"25.759558,-100.295447"
18156,2021,ENERO,2021-01-13,MIÉRCOLES,15:55:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,HDA LOS ANGELES,AVENIDA,ROMULO GARZA Y LAS TORRES,"25.723968,-100.222783"
17048,2021,ENERO,2021-01-13,MIÉRCOLES,12:24:00,ESTRELLAMIENTO LATERAL  C/PROYECCION,PERITAJES,911,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO G Y LIBERTAD DE EXPRESION,"25.712351,-100.261692"
17441,2021,ENERO,2021-01-13,MIÉRCOLES,09:15:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y REP MEXICANA,"25.721794,-100.292232"
16189,2021,ENERO,2021-01-13,MIÉRCOLES,16:13:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VILLAS DE SAN MIGUEL LA TALAVERAN,AVENIDA,MIGUEL ALEMAN Y DEL ALTILLO,"25.718027,-100.217436"
18502,2021,ENERO,2021-01-13,MIÉRCOLES,14:16:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,VILLA UNIVERSIDAD,AVENIDA,MANUEL L. BARRAGAN Y  UANL,"25.747033,-100.310581"
18157,2021,ENERO,2021-01-13,MIÉRCOLES,19:30:00,ESTRELLAMIENTO,FINIQUITADO,911,COLONIA,MIGUEL ALEMAN,AVENIDA,LAS TORRES Y CALLE 11,"25.71861,-100.220808"
17249,2021,ENERO,2021-01-13,MIÉRCOLES,07:10:00,ALCANCE,FINIQUITADO,911,COLONIA,PARQUE STIVA,AVENIDA,BARRAGAN Y LERDO DE TEJADA,"25.759318,-100.306114"
17096,2021,ENERO,2021-01-13,MIÉRCOLES,07:12:00,ALCANCE CON PROYECION,FINIQUITADO,RUTINA,COLONIA,ESTACION RAMON TREVIÑO,AVENIDA,BARRAGAN Y JUAN PABLO II,"25.752522,-100.30872"
17569,2021,ENERO,2021-01-13,MIÉRCOLES,19:50:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,UNIVERSIDAD Y PARQUE ANAHUAC,"25.73626,-100.3038"
18426,2021,ENERO,2021-01-13,MIÉRCOLES,13:00:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO GARZA Y ROBERTO G. SADA,"25.7124,-100.2612"
17568,2021,ENERO,2021-01-13,MIÉRCOLES,15:43:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LOMAS DEL ROBLE,AVENIDA,ALMAZAN Y GABILONDO SOLIER,"25.737574,-100.320656"
17716,2021,ENERO,2021-01-14,JUEVES,17:35:00,LATERAL,FINIQUITADO,C4,COLONIA,LAS PUENTES,AVENIDA,SANTO DOMINGO Y LAS PUENTES,"25.753183,-100.269314"
18529,2021,ENERO,2021-01-14,JUEVES,15:18:00,ESTRELLAMIENTO Y PROYECC MUTIPLE,A.M.P.,C4,INFONAVIT,FIDEL VELAZQUEZ,AVENIDA,ROMULO GARZA Y ROBERTO G. SADA,"25.7124,-100.2612"
18281,2021,ENERO,2021-01-14,JUEVES,19:05:00,LATERAL CON ALCANCE,FINIQUITADO,RUTINA,COLONIA,LAGRANGE,AVENIDA,LOPEZ MATEOS Y ROBERTO G. SADA,"25.718868,-100.266343"
18158,2021,ENERO,2021-01-14,JUEVES,18:30:00,CRUCERO,FINIQUITADO,911,COLONIA,MIGUEL ALEMAN,AVENIDA,LATERAL ROMULO GARZA Y CALLE SIN NOMBRE,"25.720918,-100.216031"
17097,2021,ENERO,2021-01-15,VIERNES,08:43:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CASA BELLA,AVENIDA,UNIVERSIDAD Y CASA BELLA,"25.763937,-100.294099"
18577,2021,ENERO,2021-01-15,VIERNES,16:25:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,EL ROBLE,AVENIDA,UNIVERSIDAD Y 18 DE DICIEMBRE,"25.741788,-100.30195"
18160,2021,ENERO,2021-01-15,VIERNES,19:30:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,HACIENDA LAS FUENTES,AVENIDA,MIGUELA ALEMAN SUR NTE  Y CASA BCA,"25.733186,-100.209479"
18069,2021,ENERO,2021-01-15,VIERNES,13:57:00,ALCANCE CON PROYECION,FINIQUITADO,RUTINA,RESIDENCIAL,RESIDENCIAL ANAHUAC,AVENIDA,MANUEL L. BARRAGAN Y FRAY  BARTOLOME,"25.742423,-100.312169"
17903,2021,ENERO,2021-01-15,VIERNES,06:59:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,RINCON DE ORIENTE,AVENIDA,LOPEZ MATEOS  Y CONDUCTORES,"25.72906,-100.25377"
17114,2021,ENERO,2021-01-15,VIERNES,12:16:00,LATERAL,FINIQUITADO,911,COLONIA,ANDALUCIA,CALLE,GRANADA Y ROMULO GARZA,"25.719314,-100.242123"
18503,2021,ENERO,2021-01-15,VIERNES,15:05:00,CRUCERO,PERITAJES,RUTINA,COLONIA,ANAHUAC,CALLE,GARCILASO DE L AVEGA Y LEOPOLO LUGONES,"25.738071,-100.304325"
17736,2021,ENERO,2021-01-15,VIERNES,16:48:00,ESTRELLAMIENTO  CON HIUDA,PERITAJES,C4,COLONIA,PRADOS DE SANTO DOMINGO,AVENIDA,DIEGO DIAZ Y SABIDURIA,"25.733975,-100.270777"
18037,2021,ENERO,2021-01-15,VIERNES,07:21:00,ESTRELLAMIENTO/PROYECCION/VOLCADURA,PERITAJES,911,RESIDENCIAL,RESIDENCIAL PERIFERICO,AVENIDA,MANUEL L BARRAGAN Y JUAN PABLO II,"25.752522,-100.30872"
18579,2021,ENERO,2021-01-16,SÁBADO,15:40:00,ESTRELLAMIENTO CON HUIDA,PERITAJES,C4,COLONIA,EL ROBLE,AVENIDA,UNIVERSIDAD Y BARTOLOME,"25.746297,-100.300455"
13601,2021,ENERO,2021-01-16,SÁBADO,18:00:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LA FE,AVENIDA,ROMULO GZA Y MIGUEL ALEMAN,"25.72448,-100.214115"
17832,2021,ENERO,2021-01-16,SÁBADO,11:00:00,REVERSA,FINIQUITADO,RUTINA,COLONIA,SAN BENITO DEL LAGO,AVENIDA,ROMULO G Y TORRES,"25.723968,-100.222783"
